Rank,Name,developper,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,samename,Like_Percent,metaNoteQ,serieB
13564,Life is Strange,DONTNOD Entertainment,PC,2016,Adventure,Square Enix,0.01,0.03,0.0,0.0,0.04,Life is Strange,83,15,8.6,2975,1,0.0,4,0
13565,Need for Speed: ProStreet,EA Games,PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,Need for Speed: ProStreet,70,18,6.4,266,1,0.93,3,1
13567,Mechanic Escape,Slak Games,PS3,2012,Platform,D3Publisher,0.0,0.0,0.04,0.0,0.04,Mechanic Escape,2,2,6.6,14,1,0.0,1,0
13568,Pro Evolution Soccer 2016,Konami,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,Pro Evolution Soccer 2016,87,54,7.2,719,1,0.93,4,1
13572,The Smurfs,Ubisoft,PS,1998,Action,Infogrames,0.02,0.02,0.0,0.0,0.04,The Smurfs,0,4,0.0,0,1,0.0,1,0
13573,Strike Force Bowling,Lab Rats Games,XB,2004,Sports,Crave Entertainment,0.03,0.01,0.0,0.0,0.04,Strike Force Bowling,48,14,6.8,4,1,0.0,2,0
13574,Chessmaster,Ubisoft,GBA,2002,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04,Chessmaster,79,12,8.3,7,1,0.0,4,0
13575,Blood Will Tell: Tezuka Osamu's Dororo,Paon Corporation,PS2,2004,Adventure,Sega,0.02,0.02,0.0,0.01,0.04,Blood Will Tell,67,37,7.9,11,1,0.96,3,0
13576,The Kore Gang,Snap Dragon Games,Wii,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,The Kore Gang,70,10,8.4,8,1,0.0,3,0
13577,Red Ninja: End of Honor,Opus,PS2,2005,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,Red Ninja: End of Honor,47,17,4.9,14,1,0.91,2,0
13579,Summer Athletics 2009,49Games,X360,2009,Sports,49Games,0.0,0.04,0.0,0.0,0.04,Summer Athletics 2009,3,1,0.0,0,1,0.0,1,0
13580,SX Superstar,Acclaim,XB,2003,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.04,SX Superstar,53,17,0.0,0,1,0.0,3,0
13586,Metal Gear Solid: Digital Graphic Novel,Kojima Productions,PSP,2006,Misc,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,Metal Gear Solid: Digital Graphic Novel,78,22,7.6,30,1,0.86,4,1
13587,Max & the Magic Marker,Press Play,Wii,2011,Platform,Unknown,0.0,0.04,0.0,0.0,0.04,Max & the Magic Marker,76,21,8.4,25,1,0.97,4,0
13588,Outlaw Tennis,Hypnotix,XB,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,Outlaw Tennis,67,15,0.0,0,1,0.0,3,0
13589,Free Running,Rebellion,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0.0,0.0,0.04,Free Running,0,4,0.0,0,1,0.0,1,0
13591,Barnyard,Blue Tongue Entertainment,Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,Barnyard,62,13,8.3,23,1,0.0,3,0
13592,SPRay,EKO Software,Wii,2008,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,SPRay,42,16,4.7,7,1,0.0,2,0
13594,Battle Rage,Destan Entertainment,Wii,2008,Shooter,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,Battle Rage: The Robot Wars,0,4,0.0,0,1,0.0,1,0
13595,Zombi Daisuki,Straight Right,DS,2011,Action,ChunSoft,0.0,0.0,0.04,0.0,0.04,Zombi,71,29,5.9,215,1,0.0,3,0
13597,LEGO Indiana Jones: The Original Adventures,Traveller's Tales,PC,2008,Action,LucasArts,0.02,0.02,0.0,0.01,0.04,LEGO Indiana Jones: The Original Adventures,77,60,7.7,100,1,0.96,4,1
13602,The Invincible Iron Man,Torus Games,GBA,2002,Action,Activision,0.03,0.01,0.0,0.0,0.04,The Invincible Iron Man,68,9,0.0,0,1,0.0,3,0
13603,NASCAR 07,EA Tiburon,XB,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,NASCAR 07,68,26,8.2,18,1,0.97,3,1
13605,Dance Dance Revolution Disney Mix,Konami,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,Dance Dance Revolution Disney Mix,74,7,8.2,12,1,0.0,3,1
13607,Playmobil Top Agents,not found,DS,2010,Action,JoWood Productions,0.0,0.04,0.0,0.0,0.04,Playmobil Top Agents 2011-2012,0,4,0.0,0,1,0.0,1,0
13608,The Monkey King: The Legend Begins,Opera House,Wii,2007,Shooter,Starfish,0.04,0.0,0.0,0.0,0.04,The Monkey King: The Legend Begins,3,1,4.8,4,1,0.0,1,0
13610,Scaler,Artificial Mind and Movement,XB,2004,Platform,Global Star,0.03,0.01,0.0,0.0,0.04,Scaler,70,20,8.6,22,1,0.0,3,0
13611,Attack of the Movies 3D,Majesco,X360,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,Attack of the Movies 3D,39,6,0.0,0,1,0.0,2,0
13613,FIFA Soccer 2003 (weekly jp sales),EA Canada,PS2,2002,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04,FIFA Soccer 2003,86,12,7.5,11,1,0.0,4,0
13614,Emergency Room: Real Life Rescues,Legacy Interactive,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,Emergency Room,1,3,0.0,0,1,0.0,1,1
13617,Puyo Pop Fever,Sonic Team,PSP,2004,Puzzle,Ignition Entertainment,0.0,0.0,0.04,0.0,0.04,Puyo Pop Fever,72,18,8.4,7,1,0.91,3,1
13618,The Sims 2: Pets,Maxis,PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,The Sims 2: Pets,68,27,7.8,28,1,0.93,3,1
13620,Bloody Roar Extreme,Eighting/Raizing,XB,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,Bloody Roar Extreme,61,22,7.7,10,1,0.93,3,1
13621,Platinum Sudoku,Gameloft,DS,2007,Puzzle,Ubisoft,0.03,0.01,0.0,0.0,0.04,Platinum Sudoku,1,3,0.0,0,1,0.0,1,0
13623,Tennis Masters Series 2003,Microids,XB,2002,Sports,Microids,0.03,0.01,0.0,0.0,0.04,Tennis Masters Series 2003,67,10,0.0,0,1,0.0,3,0
13624,The Sims Deluxe,Maxis,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,The Sims Deluxe,92,6,8.2,84,1,0.0,4,0
13625,Port Royale 2,Ascaron Entertainment,PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,Port Royale 2,75,20,7.8,56,1,0.97,3,1
13629,Pocket Pool,Conspiracy Entertainment,PSP,2007,Action,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04,Pocket Pool,37,19,0.0,0,1,0.0,2,0
13632,Black & White,Lionhead Studios,PC,2001,Strategy,Electronic Arts,0.0,0.04,0.0,0.01,0.04,Black & White,90,34,7.7,374,1,0.94,4,1
13633,NCIS,Ubisoft,PC,2011,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04,NCIS,35,11,4.0,7,1,0.0,2,0
13634,The Cube,Vicrusenpai,Wii,2012,Action,Funbox Media,0.0,0.04,0.0,0.0,0.04,The Cube,0,4,0.0,0,1,0.0,1,0
13635,Company of Heroes: Tales of Valor,Relic,PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,Company of Heroes: Tales of Valor,70,42,7.1,218,1,0.94,3,1
13636,Myth Makers: Trixie in Toyland,Data Design Interactive,Wii,2008,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,Myth Makers: Trixie in Toyland,1,3,2.3,9,1,0.28,1,0
13638,Breath of Fire III,Capcom,PSP,2005,Role-Playing,Capcom,0.0,0.03,0.0,0.01,0.04,Breath of Fire III,1,3,8.1,38,1,0.92,1,1
13639,Torino 2006,49Games,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,Torino 2006 - the Official Video Game of the XX Olympic Winter Games,39,25,7.3,14,1,0.0,2,0
13640,Devil May Cry 4,Capcom,PC,2008,Action,Capcom,0.01,0.02,0.0,0.01,0.04,Devil May Cry 4,84,63,8.5,511,1,0.0,4,0
13641,Amnesia,Frictional Games,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,Amnesia: Rebirth,80,54,6.4,194,1,0.0,4,0
13643,Fashion Week Jr. Designer,Creative Patterns,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,Fashion Week Jr. Designer,0,4,0.0,0,1,0.0,1,0
13644,Jewel Quest Mysteries 2: Trail of the Midnight Heart,iWin,DS,2011,Puzzle,Unknown,0.0,0.04,0.0,0.01,0.04,Jewel Quest Mysteries 2: Trail of the Midnight Heart,0,4,0.0,0,1,0.0,1,0
13646,Metal Slug 4 & 5,BrezzaSoft,XB,2005,Shooter,SNK Playmore,0.03,0.01,0.0,0.0,0.04,Metal Slug 4 & 5,71,20,7.9,16,1,0.0,3,0
13648,Guilty Gear XX Accent Core,Arc System Works,Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,Guilty Gear XX Accent Core Plus R,3,1,9.3,4,1,0.91,1,1
13649,Hitman (2016),Io Interactive,PS4,2016,Action,Square Enix,0.0,0.04,0.0,0.01,0.04,Hitman,83,20,7.5,384,1,0.95,4,1
13650,World Poker Tour,Coresoft,PSP,2006,Misc,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,World Poker Tour,68,14,0.0,0,1,0.0,3,0
13651,Saint Seiya: Soldiers' Soul,Dimps Corporation,PS3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Saint Seiya: Soldiers' Soul,59,30,7.5,97,1,0.94,3,1
13652,7 Days to Die,The Fun Pimps,XOne,2016,Action,Telltale Games,0.02,0.02,0.0,0.0,0.04,7 Days to Die,0,4,0.0,0,1,0.92,1,0
13653,Digimon Rumble Arena 2,Black Ship Games,GC,2004,Fighting,Atari,0.03,0.01,0.0,0.0,0.04,Digimon Rumble Arena 2,63,9,7.7,46,1,0.97,3,1
13655,Gravity Falls: Legend of the Gnome Gemulets,Ubisoft Osaka,3DS,2015,Action,Ubisoft,0.03,0.0,0.0,0.0,0.04,Gravity Falls: Legend of the Gnome Gemulets,46,4,6.6,17,1,0.95,2,1
13658,Pac-Man World Rally,Smart Bomb Interactive,PSP,2006,Racing,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04,Pac-Man World Rally,54,20,8.4,13,1,0.96,3,1
13659,Way of the Samurai 2 Portable,Acquire,PSP,2009,Action,Spike,0.0,0.0,0.04,0.0,0.04,Way of the Samurai 2,59,32,8.8,28,1,0.92,3,0
13660,Heroes of Might and Magic V,Nival Interactive,PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,Heroes of Might and Magic V,77,41,8.0,531,1,0.94,4,1
13661,Mazes of Fate DS,Sabarasa Entertainment,DS,2008,Role-Playing,Graffiti,0.04,0.0,0.0,0.0,0.04,Mazes of Fate DS,2,2,0.0,0,1,0.0,1,0
13663,Hellboy: The Science of Evil,Krome Studios,PSP,2008,Action,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,Hellboy: The Science of Evil,47,23,5.5,13,1,0.92,2,0
13664,Virtua Tennis 4,Sega,PC,2011,Sports,Sega,0.0,0.03,0.0,0.01,0.04,Virtua Tennis 4,70,37,6.4,16,1,0.93,3,1
13665,Mortimer Beckett and the Secrets of Spooky Manor,Paprikari,Wii,2008,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04,Mortimer Beckett and the Secrets of Spooky Manor,56,4,0.0,0,1,0.98,3,1
13666,Farm Frenzy 3,Alawar Entertainment,PC,2009,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,Farm Frenzy 3,0,4,0.0,0,1,0.95,1,1
13667,GRID,Codemasters,PC,0,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,GRID,73,45,5.9,93,1,0.0,3,0
13668,Little Busters! Converted Edition,Prototype,PSP,2010,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,Little Busters! Converted Edition,1,3,0.0,0,1,0.0,1,0
13669,Unison: Rebels of Rhythm & Dance,Tecmo,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.04,Unison: Rebels of Rhythm & Dance,68,13,0.0,0,1,0.0,3,0
13670,Ferrari Challenge Trofeo Pirelli,Eutechnyx,PS3,2008,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,Ferrari Challenge Trofeo Pirelli,71,37,6.2,30,1,0.88,3,0
13671,WTF: Work Time Fun,SCEJ,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,WTF: Work Time Fun,63,23,7.8,8,1,0.93,3,0
13673,Major League Baseball 2K12,Visual Concepts,PC,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,Major League Baseball 2K12,3,1,5.9,16,1,0.92,1,1
13675,Dark Half,Bits Studios,SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.04,0.0,0.04,The Dark Half: Endsville,0,4,0.0,0,1,0.0,1,0
13676,System 3 presents Ferrari Challenge Trofeo Pirelli,Eutechnyx,DS,2008,Racing,System 3 Arcade Software,0.03,0.01,0.0,0.0,0.04,Ferrari Challenge Trofeo Pirelli,71,37,6.2,30,1,0.0,3,0
13677,Luxor: Pharaoh's Challenge,MacPlay,Wii,0,Puzzle,Funsta,0.01,0.03,0.0,0.0,0.04,Luxor: Pharaoh's Challenge,3,1,0.0,0,1,0.0,1,1
13678,Nitroplus Blasterz: Heroines Infinite Duel,Marvelous Inc.,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,Nitroplus Blasterz: Heroines Infinite Duel,70,33,6.9,41,1,0.94,3,0
13679,Imperial Glory,Pyro Studios,PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,Imperial Glory,69,28,8.0,86,1,0.96,3,0
13683,The Wolf Among Us,Telltale Games,X360,2011,Adventure,Telltale Games,0.01,0.03,0.0,0.0,0.04,The Wolf Among Us,83,6,8.4,477,1,0.0,4,0
13685,Horses 3D,Neko Entertainment,3DS,2012,Misc,Ubisoft,0.04,0.0,0.0,0.0,0.04,Horses 3D,0,4,6.3,4,1,0.0,1,0
13688,Lost Planet 3,Spark Unlimited,PC,2013,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04,Lost Planet 3,58,43,5.8,142,1,0.82,3,1
13691,Star Trek: Shattered Universe,Starsphere Interactive,XB,2004,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,Star Trek: Shattered Universe,42,19,8.3,18,1,0.0,2,1
13694,Rise of Nations,Big Huge Games,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,Rise of Nations,89,30,8.8,366,1,0.96,4,0
13695,Deadliest Warrior: Ancient Combat,"Pipeworks Software, Inc.",X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,Deadliest Warrior: Ancient Combat,37,5,5.0,5,1,0.0,2,0
13696,WarJetz,3DO,PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,WarJetz,59,9,0.0,0,1,0.0,3,0
13699,Catwoman,Argonaut Games,GBA,2004,Action,Electronic Arts,0.03,0.01,0.0,0.0,0.04,Catwoman,46,35,7.0,16,1,0.0,2,0
13701,Gitaroo Man Lives!,Koei/Inis,PSP,2006,Misc,Tecmo Koei,0.03,0.0,0.0,0.0,0.04,Gitaroo Man Lives!,80,37,8.4,20,1,0.96,4,0
13703,Capcom Fighting Evolution,Capcom,XB,2005,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04,Capcom Fighting Evolution,57,33,5.2,6,1,0.83,3,0
13704,XCOM 2,Firaxis Games,PS4,2016,Strategy,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04,XCOM 2,88,104,7.3,1608,1,0.0,4,1
13705,Company of Heroes: Opposing Fronts,Relic,PC,2007,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,Company of Heroes: Opposing Fronts,87,36,8.6,253,1,0.0,4,1
13708,PopCap Arcade Vol 1,PopCap,X360,2007,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04,PopCap Arcade Vol 1,3,1,0.0,0,1,0.0,1,0
13711,Men of War: Vietnam,Best Way,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,Men of War: Vietnam,68,19,5.3,42,1,0.93,3,1
13713,Winning Post World 2010,Koei Tecmo Games,PS3,2010,Sports,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Winning Post,0,4,0.0,0,1,0.0,1,0
13715,SWAT: Target Liberty,3G Studios,PSP,2007,Shooter,Vivendi Games,0.03,0.0,0.0,0.0,0.04,SWAT: Target Liberty,50,26,6.2,12,1,0.81,2,1
13716,OutRun 2006: Coast 2 Coast,Sumo Digital,PSP,2006,Racing,Sega,0.03,0.01,0.0,0.01,0.04,OutRun 2006: Coast 2 Coast,81,42,8.5,22,1,0.96,4,0
13717,Haunted Casino,not found,SAT,1996,Adventure,Societa,0.0,0.0,0.04,0.0,0.04,Haunted Casino,0,4,0.0,0,1,0.0,1,0
13718,World Series Baseball,Blueshift,SAT,1994,Sports,Sega,0.0,0.0,0.04,0.0,0.04,World Series Baseball,85,20,7.3,6,1,0.0,4,0
13720,Aeon Flux,Terminal Reality,PS2,2005,Action,THQ,0.02,0.02,0.0,0.01,0.04,Aeon Flux,66,19,6.2,11,1,0.0,3,0
13721,Chicken Blaster,Zoo Games,DS,2009,Shooter,Zushi Games,0.04,0.0,0.0,0.0,0.04,Chicken Blaster,2,2,6.3,4,1,0.0,1,0
13722,Summer Challenge: Athletics Tournament,PQube,PS3,2011,Sports,PQube,0.0,0.03,0.0,0.01,0.04,Summer Challenge: Athletics Tournament,2,2,0.0,0,1,0.0,1,0
13725,Shattered Union,PopTop Software,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,Shattered Union,67,23,6.3,12,1,0.93,3,0
13726,Off-Road Drive,Avalon Style,PC,2011,Racing,1C Company,0.0,0.03,0.0,0.01,0.04,Off-Road Drive,60,10,5.9,19,1,0.93,3,0
13728,Mat Hoffman's Pro BMX 2,Rainbow Studios,GC,2002,Sports,Activision,0.03,0.01,0.0,0.0,0.04,Mat Hoffman's Pro BMX 2,70,12,8.4,5,1,0.95,3,0
13729,Unchained Blades,FuRyu,3DS,2011,Role-Playing,FuRyu,0.0,0.0,0.04,0.0,0.04,Unchained Blades,65,8,7.7,17,1,0.0,3,0
13730,Harley-Davidson: Road Trip,N-Fusion Interactive Entertainment Corp.,Wii,2010,Racing,Destineer,0.04,0.0,0.0,0.0,0.04,Harley-Davidson: Road Trip,0,4,0.0,0,1,0.0,1,0
13731,Gal*Gun,Inti Creates,X360,2011,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04,Gal*Gun 2,62,14,7.1,36,1,0.9,3,1
13732,GoGo's Crazy Bones,Black Lantern Studios,DS,2012,Action,GameMill Entertainment,0.0,0.04,0.0,0.0,0.04,GoGo's Crazy Bones,1,3,0.0,0,1,0.0,1,0
13734,Grand Theft Auto: Vice City,Rockstar North,PC,2003,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,Grand Theft Auto: Vice City,95,62,8.8,1211,1,0.0,4,1
13735,NHL Hitz Pro,Next Level Games,GC,0,Sports,Unknown,0.03,0.01,0.0,0.0,0.04,NHL Hitz Pro,81,15,8.0,6,1,0.0,4,1
13738,North American Hunting Extravaganza 2,Destineer,Wii,2010,Sports,Unknown,0.03,0.0,0.0,0.0,0.04,North American Hunting Extravaganza 2,0,4,0.0,0,1,0.0,1,0
13739,City Builder,Cow Corp.,Wii,2010,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,City Builder,0,4,0.0,0,1,0.0,1,0
13741,Monaco Grand Prix,not found,N64,1999,Racing,Ubisoft,0.03,0.01,0.0,0.0,0.04,Monaco Grand Prix Racing Simulation 2,0,0,0.0,0,1,0.0,1,0
13742,Worms Armageddon,Team17,N64,1999,Strategy,Infogrames,0.03,0.01,0.0,0.0,0.04,Worms Armageddon,0,4,8.8,163,1,0.0,1,1
13743,Rally Challenge 2000,Europress,N64,1999,Racing,Imagineer,0.03,0.01,0.0,0.0,0.04,Rally Challenge 2000,41,9,6.0,5,1,0.0,2,0
13749,Dragon's Lair 3D: Return to the Lair,Dragonstone Software,GC,2002,Platform,THQ,0.03,0.01,0.0,0.0,0.04,Dragon's Lair 3D: Return to the Lair,61,13,0.0,0,1,0.9,3,1
13751,Meteos: Disney Magic,Q Entertainment,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04,Meteos: Disney Magic,74,36,6.6,5,1,0.0,3,1
13752,Worms 4: Mayhem,Team17,XB,2005,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,Worms 4: Mayhem,71,15,7.7,71,1,0.95,3,1
13753,Resident Evil: Operation Raccoon City,Slant Six,PC,2012,Action,Capcom,0.0,0.03,0.0,0.01,0.04,Resident Evil: Operation Raccoon City,52,36,5.0,282,1,0.88,3,1
13754,Winning Post 7 2012,Koei Tecmo Games,PSP,2012,Sports,Ackkstudios,0.0,0.0,0.04,0.0,0.04,Winning Post,0,4,0.0,0,1,0.0,1,0
13755,Samurai Warriors 2: Empires,Omega Force,X360,2007,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,Samurai Warriors 2: Empires,55,20,7.6,8,1,0.93,3,1
13756,Super Black Bass Fishing,Starfish SD,DS,2005,Sports,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,Super Black Bass Fishing,35,6,0.0,0,1,0.0,2,1
13765,One Piece: Burning Blood,Spike Chunsoft,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,One Piece: Burning Blood,66,45,7.2,99,1,0.95,3,1
13768,Antz Extreme Racing,Empire Interactive,PS2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,Antz Extreme Racing,31,5,6.7,9,1,0.71,2,0
13771,Atelier Iris 3: Grand Phantasm (JP Sales),Gust,PS2,2006,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Atelier Iris 3: Grand Phantasm,63,34,6.9,16,1,0.0,3,0
13772,Terraria,Re-Logic,XOne,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,Terraria,83,29,8.7,2332,1,0.0,4,0
13774,Empire Earth III,Mad Doc Software,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,Empire Earth III,50,40,3.2,71,1,0.78,2,1
13775,Mike Tyson Boxing,Codemasters,GBA,2002,Sports,Ubisoft,0.03,0.01,0.0,0.0,0.04,Mike Tyson Boxing,44,7,0.0,0,1,0.0,2,0
13777,The Legend of Heroes: Trails in the Sky First Chapter,Falcom,PS3,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04,The Legend of Heroes: Trails in the Sky,85,5,8.6,277,1,0.0,4,1
13779,Deal or No Deal: Special Edition,Zoo Games,DS,2010,Misc,Zoo Games,0.04,0.0,0.0,0.0,0.04,Deal or No Deal: Special Edition,0,4,0.0,0,1,0.0,1,0
13780,Clannad,Visual Arts,PS2,2006,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04,Clannad,83,5,8.8,77,1,0.0,4,0
13781,Nobunaga's Ambition: Sphere of Influence,Koei Tecmo Games,PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,Nobunaga's Ambition: Sphere of Influence,80,20,7.6,60,1,0.0,4,1
13782,Fisherman's Challenge,Konami,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,Fisherman's Challenge,67,7,6.8,5,1,0.0,3,0
13786,Guild Wars Trilogy,ArenaNet,PC,2005,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04,Guild Wars Trilogy,0,4,8.8,8,1,0.0,1,0
13787,Patrician IV,Gaming Minds Studios,PC,2010,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,Patrician IV: Conquest by Trade,66,18,6.4,37,1,0.88,3,0
13788,Deadliest Warrior: Ancient Combat,"Pipeworks Software, Inc.",PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,Deadliest Warrior: Ancient Combat,37,5,5.0,5,1,0.0,2,0
13789,King of Fighters: Maximum Impact Regulation A,SNK Playmore,PS2,2007,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,King of Fighters: Maximum Impact,64,45,6.9,17,1,0.0,3,0
13795,Surf's Up,Ubisoft,PS3,2007,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,Surf's Up,61,15,6.2,10,1,0.0,3,0
13796,Fritz Chess,ChessBase,PS3,2009,Strategy,Deep Silver,0.0,0.03,0.0,0.01,0.04,Fritz Chess: The Ultimate Chess Game,0,4,0.0,0,1,0.0,1,0
13797,The Da Vinci Code,Double Helix Games,XB,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,The Da Vinci Code,54,43,8.1,27,1,0.0,3,0
13799,Astro Boy: The Video Game,High Voltage Software,PSP,2009,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,Astro Boy: The Video Game,56,4,5.3,7,1,0.91,3,0
13800,Metal Slug XX,SNK Playmore,PSP,2009,Shooter,DHM Interactive,0.03,0.0,0.0,0.0,0.04,Metal Slug XX,0,4,7.2,11,1,0.95,1,1
13802,Rollin' Rascals,Hoget,DS,2009,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,0.04,Rollin' Rascals,3,1,0.0,0,1,0.0,1,0
13805,Pure Pinball,Iridon Interactive AB,XB,2004,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,Pure Pinball,68,11,7.8,8,1,0.0,3,0
13808,Resident Evil: Revelations,Capcom,PC,2013,Action,Capcom,0.0,0.03,0.0,0.01,0.04,Resident Evil: Revelations,70,32,7.9,137,1,0.92,3,1
13810,Shadow of the Colossus,SCE Japan Studio,PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,Shadow of the Colossus,91,100,7.8,2373,1,0.94,4,0
13811,Phantom Breaker,5pb,X360,2011,Fighting,5pb,0.02,0.0,0.02,0.0,0.04,Phantom Breaker: Battle Grounds Overdrive,72,5,7.0,7,1,0.96,3,1
13813,Brothers In Arms DS,Gameloft,DS,2007,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,Brothers In Arms DS,72,27,8.1,26,1,0.0,3,1
13814,Valhalla Knights 2: Battle Stance,K2,PSP,2009,Role-Playing,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,Valhalla Knights 2,50,13,5.8,15,1,0.84,2,1
13816,Clannad,Visual Arts,PSP,2008,Adventure,Prototype,0.0,0.0,0.04,0.0,0.04,Clannad,83,5,8.8,77,1,0.0,4,0
13817,Cyber Troopers Virtual-On Marz,Hitmaker,PS2,2003,Fighting,Sega,0.02,0.01,0.0,0.0,0.04,Virtual-On Marz,54,14,0.0,0,1,0.0,3,1
13818,Headhunter: Redemption,Amuze,PS2,2004,Action,Sega,0.02,0.01,0.0,0.0,0.04,Headhunter: Redemption,59,26,6.3,7,1,0.86,3,0
